Date,Open,High,Low,Close,Adj Close,Volume
2015-12-01,209.440002,211.000000,199.830002,203.869995,184.790527,2924882300
2016-01-01,200.490005,201.899994,181.020004,193.720001,176.635452,3712950900
2016-02-01,192.529999,196.679993,181.089996,193.559998,176.489532,2920730800
2016-03-01,195.009995,206.869995,194.449997,205.520004,187.394791,2323306500
2016-04-01,204.350006,210.919998,203.089996,206.330002,189.103653,1910635600
2016-05-01,206.919998,210.690002,202.779999,209.839996,192.320618,1828530900
2016-06-01,209.119995,212.520004,198.649994,209.479996,191.990677,2612406900
2016-07-01,209.479996,217.539993,207.059998,217.119995,200.027649,1648453700
2016-08-01,217.190002,219.600006,214.250000,217.380005,200.267212,1519703200
2016-09-01,217.369995,219.220001,212.309998,216.300003,199.272232,2292393000
2016-10-01,215.820007,216.699997,211.210007,212.550003,196.806595,1725687400
2016-11-01,212.929993,221.820007,208.380005,220.380005,204.056641,2073824400
2016-12-01,220.729996,228.339996,219.149994,223.529999,206.973282,1821910200
2017-01-01,225.039993,229.710007,223.880005,227.529999,211.918762,1482408500
2017-02-01,227.529999,237.309998,226.820007,236.470001,220.245392,1365136600
2017-03-01,238.389999,240.320007,231.610001,235.740005,219.565460,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,222.709595,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,225.852692,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,226.189438,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,231.964294,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,232.641113,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,236.156693,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,242.921097,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,250.346207,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,252.093826,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,267.662811,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,257.930450,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,249.859772,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,252.156967,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,258.286682,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,258.610840,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,269.395691,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,277.994781,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,278.387360,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,260.322754,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,265.151550,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,240.401489,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,261.165680,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,269.631500,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,273.308167,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,285.726501,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,267.505402,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,284.735291,1340324000
2019-07-01,296.679993,302.230011,294.329987,297.429993,290.446136,1110504200
2019-08-01,297.600006,300.869995,281.720001,292.450012,285.583038,2031106700
2019-09-01,290.570007,302.630005,289.269989,296.769989,289.801636,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,297.575439,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,308.347168,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,315.753937,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,317.178192,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,292.068542,2111162400
2020-03-01,298.209991,313.839996,218.259995,257.750000,254.103378,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,288.054260,2820271600
2020-05-01,285.309998,306.839996,272.989990,304.320007,301.778687,1910805100
2020-06-01,303.619995,323.410004,296.739990,308.359985,305.784912,2358080400
2020-07-01,309.570007,327.230011,309.070007,326.519989,325.218140,1505576100
2020-08-01,328.320007,351.299988,327.730011,349.309998,347.917297,1045740600
2020-09-01,350.209991,358.750000,319.799988,334.890015,333.554810,1814376000
2020-10-01,337.690002,354.019989,322.600006,326.540009,326.540009,1629246900
2020-11-01,330.200012,364.380005,327.239990,360.619995,360.619995,1050671900
2020-11-17,359.970001,361.920013,358.339996,360.829987,360.829987,66112409
